customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7108-UDKZO,Female,1,Yes,Yes,33,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),103.35,3372.96,Yes
1354-UNEAJ,Female,1,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.98,3662.33,Yes
6271-YMHQZ,Female,1,No,No,60,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.12,3304.21,No
6154-ASUGH,Female,1,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69.52,460.25,No
3545-YGRAZ,Male,1,No,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,37.78,551.55,No
9027-CFKAC,Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,88.3,2103.18,No
3002-OHUOW,Female,1,Yes,No,67,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.86,7138.5,No
9806-ZRDJB,Female,1,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60.58,812.45,No
8696-WTWQK,Female,1,Yes,Yes,42,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),88.25,3725.85,Yes
8231-YWODF,Female,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),110.0,1984.08,Yes
4071-TNUCC,Female,0,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),87.46,2939.24,Yes
5342-EWLZB,Female,0,No,No,30,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),117.14,3480.5,No
9454-UGUYM,Female,0,No,Yes,55,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,119.02,6529.63,Yes
8070-WMBHH,Male,1,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,66.89,4291.67,No
5609-NMYQA,Male,0,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),108.74,4391.56,No
4486-KJNBH,Male,1,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.69,939.61,Yes
3600-EMRWU,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,100.36,3323.73,Yes
6646-ZDCAB,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),119.66,5839.82,Yes
4050-JKPCW,Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.57,1467.32,No
7182-CMTWI,Male,1,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),67.56,4161.66,No
7317-EMIYN,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,68.88,154.61,No
4587-CGBNZ,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.46,382.65,Yes
8315-QLXKW,Female,1,Yes,Yes,61,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,113.98,6975.02,Yes
1082-PWHBA,Male,1,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.26,1321.74,No
1857-ULXIM,Male,0,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,49.88,3374.69,No
6119-VUWID,Female,1,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),65.37,317.35,No
7011-YVJKU,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,57.41,3272.98,Yes
6734-WJGTF,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,112.32,5701.5,Yes
2257-XGWEV,Female,1,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,46.99,531.08,No
2190-HNHJZ,Female,1,No,Yes,40,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.69,3943.01,No
8598-HQWAC,Male,0,No,No,13,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.72,857.93,Yes
4574-HKWSK,Female,1,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),109.68,,Yes
2881-MAQFF,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.65,240.56,No
5243-QIGFF,Female,1,No,No,64,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),99.57,6401.85,No
2566-PFSHG,Female,1,No,Yes,37,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,36.81,1405.33,No
9488-IPGBA,Male,0,No,Yes,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.05,185.18,No
2070-FMIFC,Male,1,Yes,Yes,65,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,51.54,3360.86,No
8709-CYCME,Female,1,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,99.67,4022.55,No
9753-AYPDL,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,38.29,1686.46,No
2483-IHCYQ,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.99,844.57,No
4902-VHWXA,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,84.86,2501.64,No
3629-IYCQD,Male,1,No,No,59,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,60.43,3584.31,Yes
2121-BGKSI,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,31.5,32.94,No
1112-DTHUF,Female,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,64.33,2359.98,No
9576-QAZUY,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),28.72,1185.27,No
6649-JHMXC,Male,1,No,Yes,4,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,45.41,203.53,No
2407-CBDZT,Female,1,No,No,47,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),59.49,2826.7,No
4489-XFQES,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,73.86,344.52,No
5806-FRIAC,Male,1,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.36,2223.92,Yes
2603-EFHJB,Male,1,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.56,701.68,No
8217-RQUMI,Male,1,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,34.39,816.04,No
8188-WBIER,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,61.78,165.13,Yes
3324-BUBHE,Male,1,No,No,70,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,77.39,5386.92,No
9940-NRPHL,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,32.55,2135.53,No
9245-ZMPYQ,Male,1,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),60.16,4128.45,Yes
3516-GOFAI,Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.32,1866.62,Yes
9602-ORPEW,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.15,101.4,Yes
1727-VHDQV,Male,1,No,No,19,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,31.92,609.66,No
1497-AWEYX,Male,1,No,Yes,66,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.16,4439.51,No
6852-GPQAI,Male,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,51.63,2852.04,No
6187-IOWIJ,Female,1,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.27,1947.62,Yes
8810-KJJHI,Male,0,No,No,45,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,39.08,1737.4,Yes
7571-GICFG,Female,1,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),78.43,3099.14,No
1524-QOZON,Female,1,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),107.33,461.63,Yes
3630-TYUWM,Female,1,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),29.36,608.13,No
5752-NTPRL,Male,1,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),103.57,5537.34,No
9493-SXDPB,Male,1,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,66.49,3819.58,No
7161-ZGKHD,Male,0,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.63,5651.41,No
5207-FCTOZ,Male,0,No,No,44,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.01,4589.96,Yes
8247-HKHPD,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),37.5,2277.68,No
3921-PKKLU,Female,1,Yes,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,73.61,,No
7536-LMFZP,Female,0,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,53.15,,No
7407-JMMYG,Male,1,No,No,72,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,64.95,4706.51,Yes
2954-URZVA,Female,1,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,83.26,1492.67,Yes
3866-HMJFQ,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,65.08,1370.43,No
3380-OERDM,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.94,2838.75,No
9546-CZUBC,Female,1,No,Yes,51,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),48.82,2440.91,No
7096-BPRSP,Female,1,No,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,77.6,4392.3,No
6939-NCHRQ,Male,1,Yes,No,34,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),67.66,2294.15,Yes
4363-NBMZU,Male,1,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),106.02,2628.71,No
9515-NFSPU,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,109.85,127.44,No
6534-GGMZG,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),104.31,3042.72,Yes
3895-OWBCQ,Female,1,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.71,8396.9,No
4564-LAGBN,Male,1,No,No,25,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,40.22,965.17,Yes
3012-MIODE,Male,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,35.35,2015.94,No
7617-IQFQA,Male,0,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.85,671.16,No
5741-QJOIA,Female,1,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.37,3169.12,No
3023-ODAXZ,Male,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,58.44,1136.56,Yes
7698-YBDXD,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,105.01,7438.95,No
6952-AERXR,Male,1,Yes,No,33,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),65.47,2122.95,No
2242-FSMUJ,Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,97.07,4341.66,Yes
8758-UGHEH,Female,1,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),34.75,-5.72,Yes
4259-VYLMV,Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,30.34,1019.78,No
4918-NNAWI,Male,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),63.96,2466.37,No
9685-XVFFW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,83.76,6063.38,Yes
4832-BKTMS,Female,0,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,105.13,2296.31,No
9408-NBPFX,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,45.67,1846.51,No
2766-URLAQ,Female,0,No,No,56,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,73.99,4113.25,Yes
7891-XBLOO,Female,1,Yes,No,61,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),37.83,2262.05,No
1590-TCGWJ,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,81.36,3604.04,No
4797-KUZQC,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),61.45,4473.99,Yes
4209-YKSHS,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,115.9,8345.04,Yes
1376-GJONE,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,118.29,8361.2,No
5703-XRDIL,Female,1,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33.27,736.92,No
4009-PTUVY,Male,0,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.99,3110.29,No
7187-OSWBQ,Female,1,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,85.31,2412.34,No
4591-SCZWT,Male,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.03,537.97,No
3621-URGWF,Female,0,Yes,No,14,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,36.03,508.71,No
3709-GKRDN,Male,1,No,No,53,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,49.74,2677.92,No
8566-QEOBW,Male,1,Yes,Yes,54,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,95.62,5146.83,No
5473-WQPRA,Female,1,No,Yes,56,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,49.9,2788.66,Yes
5173-MDBLA,Male,1,Yes,Yes,52,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,43.7,2304.45,No
7265-RVATM,Female,0,No,Yes,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.16,7349.4,Yes
3542-ZGZCG,Male,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,60.86,351.54,No
2213-SUVQC,Female,0,No,No,50,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.12,5387.06,Yes
9269-ZCCCT,Female,0,Yes,Yes,24,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,75.26,1783.63,No
3915-BMPSY,Female,0,No,Yes,70,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,97.22,6767.47,No
5025-TAPAG,Male,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),83.91,64.42,No
8895-GIRKW,Female,0,No,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),106.63,1450.96,Yes
5839-HLMPM,Male,0,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,69.88,2482.93,Yes
5872-ODNQI,Male,1,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.91,6708.25,Yes
9961-DHSWH,Female,0,No,No,44,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),82.33,3616.24,Yes
1106-UMNCI,Male,1,No,No,7,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),117.21,870.39,Yes
3815-UPSQQ,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),84.75,1910.78,Yes
8690-FSTHV,Female,1,No,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,103.32,6725.41,No
4929-GSRUM,Male,0,Yes,No,55,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),105.99,5826.75,No
4146-AYQOW,Male,1,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.44,4283.8,Yes
6770-TUFGF,Female,1,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,51.63,2880.82,No
2103-KQKZV,Male,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.3,721.2,Yes
3620-APEDY,Male,0,Yes,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),119.74,8343.27,No
6434-WEVWQ,Male,1,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),103.71,1757.23,No
1762-ANMPD,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,88.47,2487.84,No
6369-MBGBT,Female,1,Yes,Yes,35,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),102.84,3610.07,No
1512-QCJCO,Male,0,No,Yes,50,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),29.62,1463.57,No
6218-XCANG,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),56.12,,No
6514-TQLVJ,Male,1,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),40.19,1426.08,Yes
1907-TXQJI,Female,0,No,Yes,71,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,71.0,5083.7,No
9594-YLNUI,Female,1,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.26,1035.03,No
5788-POOSB,Male,1,No,No,36,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),27.7,961.62,No
9085-WVLIC,Male,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),37.71,2139.2,No
6538-QSCOO,Male,1,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),72.88,3616.3,No
6768-ZYWYH,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,104.11,1504.97,Yes
3707-AMBPN,Female,0,No,No,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,106.99,7738.75,Yes
2866-ZRWHU,Female,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.91,972.73,Yes
7039-KDVJA,Male,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),52.78,1043.55,No
7351-OUZLM,Female,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.97,1228.07,Yes
8910-MWGLR,Female,1,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,74.81,2127.41,No
9913-ZKMNU,Male,1,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),91.74,1827.76,No
5552-SRHUK,Female,1,Yes,Yes,51,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,24.1,1208.03,No
3735-IDLUD,Male,0,Yes,Yes,12,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),97.11,1169.78,No
6479-OMWPP,Female,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.36,263.39,No
6891-OXITK,Female,1,No,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.6,7923.13,Yes
4783-ZRRUI,Male,1,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),66.86,4031.27,No
2060-LTEKX,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,26.84,1616.01,Yes
7537-BAXZK,Male,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,82.14,2437.23,No
1911-FIWWL,Male,1,Yes,Yes,17,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),90.36,1492.29,No
4994-WLYYL,Female,1,No,No,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.4,991.91,Yes
1979-QNPDB,Female,0,No,No,53,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),36.41,1929.88,No
8975-CVNPF,Male,1,Yes,No,50,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,46.06,,No
2292-TRDNK,Male,1,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.03,4576.58,No
9389-QYNHE,Male,1,Yes,No,34,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,98.13,3374.68,No
8665-PLTLS,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),108.55,5629.91,Yes
2485-KCQWP,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.99,1651.58,Yes
7602-ULXMS,Female,1,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.62,2089.64,No
5776-AVIAO,Male,0,No,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.39,2306.91,Yes
7880-RLHVH,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.64,1014.35,No
9475-PQKZG,Female,0,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),61.76,4323.21,No
